region,year,EV_sales,sales_share,EV_stock,stock_share
Netherlands,2023,52013.333333333336,44.0,233540.0,8.300000190734863
New Zealand,2010,10.0,0.0063000000081956,14.0,0.0004799999878741
New Zealand,2011,7.5,0.0098999999463558,14.5,0.0009899999713525
New Zealand,2012,13.5,0.0170000009238719,28.0,0.0019000000320374
New Zealand,2013,18.0,0.0189999993890523,46.0,0.0031000000890344
New Zealand,2014,160.0,0.1400000005960464,205.0,0.0140000004321336
New Zealand,2015,250.0,0.3000000119209289,455.0,0.0299999993294477
New Zealand,2016,770.0,0.7799999713897705,1180.0,0.0799999982118606
New Zealand,2017,1720.0,1.399999976158142,2950.0,0.1899999976158142
New Zealand,2018,2800.0,2.0999999046325684,5700.0,0.3700000047683716
New Zealand,2019,2300.6666666666665,2.299999952316284,5800.666666666667,0.5699999928474426
New Zealand,2020,1801.0,1.600000023841858,7635.0,0.7200000286102295
New Zealand,2021,3433.6666666666665,3.400000095367432,11802.0,1.100000023841858
New Zealand,2022,9403.333333333334,11.0,21672.0,1.899999976158142
New Zealand,2023,12668.0,14.0,33340.0,2.799999952316284
Norway,2010,360.0,0.2800000011920929,1351.0,0.1199999973177909
Norway,2011,2000.0,1.399999976158142,1951.5,0.1700000017881393
Norway,2012,2110.0,3.0999999046325684,4170.0,0.3600000143051147
Norway,2013,4120.0,5.800000190734863,7830.0,0.6399999856948853
Norway,2014,7234.666666666667,15.0,11768.0,1.399999976158142
Norway,2015,11303.0,22.0,23004.333333333332,2.700000047683716
Norway,2016,15006.666666666666,29.0,38013.333333333336,4.300000190734863
Norway,2017,20676.666666666668,39.0,60023.333333333336,6.400000095367432
Norway,2018,24348.333333333332,49.0,82373.33333333333,8.899999618530273
Norway,2019,26343.0,56.0,110060.0,12.0
Norway,2020,35338.666666666664,75.0,163400.0,17.0
Norway,2021,49346.333333333336,86.0,210076.66666666666,21.0
Norway,2022,52009.0,89.0,263420.0,26.0
Norway,2023,36668.666666666664,93.0,300096.6666666667,29.0
